vx_kms,vz_kms,f_s2_m5,total_eV,conv_eV,hall_eV
-90.0,-160.0,0.0,NaN,NaN,NaN
-80.0,-160.0,0.0,NaN,NaN,NaN
-70.0,-160.0,0.0,NaN,NaN,NaN
-60.0,-160.0,0.0,NaN,NaN,NaN
-50.0,-160.0,0.0,NaN,NaN,NaN
-40.0,-160.0,0.0,NaN,NaN,NaN
-30.0,-160.0,0.0,NaN,NaN,NaN
-20.0,-160.0,0.0,NaN,NaN,NaN
-10.0,-160.0,0.0,NaN,NaN,NaN
0.0,-160.0,0.0,NaN,NaN,NaN
10.0,-160.0,0.0,NaN,NaN,NaN
20.0,-160.0,0.0,NaN,NaN,NaN
30.0,-160.0,0.0,NaN,NaN,NaN
40.0,-160.0,0.0,NaN,NaN,NaN
50.0,-160.0,0.0,NaN,NaN,NaN
60.0,-160.0,0.0,NaN,NaN,NaN
70.0,-160.0,0.0,NaN,NaN,NaN
80.0,-160.0,0.0,NaN,NaN,NaN
90.0,-160.0,0.0,NaN,NaN,NaN
100.0,-160.0,0.0,NaN,NaN,NaN
110.0,-160.0,0.0,NaN,NaN,NaN
120.0,-160.0,0.0,NaN,NaN,NaN
130.0,-160.0,0.0,NaN,NaN,NaN
140.0,-160.0,0.0,NaN,NaN,NaN
150.0,-160.0,0.0,NaN,NaN,NaN
160.0,-160.0,0.0,NaN,NaN,NaN
170.0,-160.0,0.0,NaN,NaN,NaN
180.0,-160.0,0.0,NaN,NaN,NaN
190.0,-160.0,0.0,NaN,NaN,NaN
200.0,-160.0,0.0,NaN,NaN,NaN
-200.0,-150.0,0.0,NaN,NaN,NaN
-190.0,-150.0,0.0,NaN,NaN,NaN
-180.0,-150.0,0.0,NaN,NaN,NaN
-170.0,-150.0,0.0,NaN,NaN,NaN
-160.0,-150.0,0.0,NaN,NaN,NaN
-150.0,-150.0,0.0,NaN,NaN,NaN
-140.0,-150.0,0.0,NaN,NaN,NaN
-130.0,-150.0,0.0,NaN,NaN,NaN
-120.0,-150.0,0.0,NaN,NaN,NaN
-110.0,-150.0,0.0,NaN,NaN,NaN
-100.0,-150.0,0.0,NaN,NaN,NaN
-90.0,-150.0,0.0,NaN,NaN,NaN
-80.0,-150.0,0.0,NaN,NaN,NaN
-70.0,-150.0,0.0,NaN,NaN,NaN
-60.0,-150.0,0.0,NaN,NaN,NaN
-50.0,-150.0,0.0,NaN,NaN,NaN
-40.0,-150.0,0.0,NaN,NaN,NaN
-30.0,-150.0,0.0,NaN,NaN,NaN
-20.0,-150.0,0.0,NaN,NaN,NaN
-10.0,-150.0,0.0,NaN,NaN,NaN
0.0,-150.0,0.0,NaN,NaN,NaN
10.0,-150.0,0.0,NaN,NaN,NaN
20.0,-150.0,0.0,NaN,NaN,NaN
30.0,-150.0,0.0,NaN,NaN,NaN
40.0,-150.0,0.0,NaN,NaN,NaN
50.0,-150.0,0.0,NaN,NaN,NaN
60.0,-150.0,0.0,NaN,NaN,NaN
70.0,-150.0,0.0,NaN,NaN,NaN
80.0,-150.0,0.0,NaN,NaN,NaN
90.0,-150.0,0.0,NaN,NaN,NaN
100.0,-150.0,0.0,NaN,NaN,NaN
110.0,-150.0,0.0,NaN,NaN,NaN
120.0,-150.0,0.0,NaN,NaN,NaN
130.0,-150.0,0.0,NaN,NaN,NaN
140.0,-150.0,0.0,NaN,NaN,NaN
150.0,-150.0,0.0,NaN,NaN,NaN
160.0,-150.0,0.0,NaN,NaN,NaN
170.0,-150.0,0.0,NaN,NaN,NaN
180.0,-150.0,0.0,NaN,NaN,NaN
190.0,-150.0,0.0,NaN,NaN,NaN
200.0,-150.0,0.0,NaN,NaN,NaN
-200.0,-140.0,0.0,NaN,NaN,NaN
-190.0,-140.0,0.0,NaN,NaN,NaN
-180.0,-140.0,0.0,NaN,NaN,NaN
-170.0,-140.0,0.0,NaN,NaN,NaN
-160.0,-140.0,0.0,NaN,NaN,NaN
-150.0,-140.0,0.0,NaN,NaN,NaN
-140.0,-140.0,0.0,NaN,NaN,NaN
-130.0,-140.0,0.0,NaN,NaN,NaN
-120.0,-140.0,0.0,NaN,NaN,NaN
-110.0,-140.0,0.0,NaN,NaN,NaN
-100.0,-140.0,0.0,NaN,NaN,NaN
-90.0,-140.0,0.0,NaN,NaN,NaN
-80.0,-140.0,0.0,NaN,NaN,NaN
-70.0,-140.0,0.0,NaN,NaN,NaN
-60.0,-140.0,0.0,NaN,NaN,NaN
-50.0,-140.0,0.0,NaN,NaN,NaN
-40.0,-140.0,0.0,NaN,NaN,NaN
-30.0,-140.0,0.0,NaN,NaN,NaN
-20.0,-140.0,0.0,NaN,NaN,NaN
-10.0,-140.0,0.0,NaN,NaN,NaN
0.0,-140.0,0.0,NaN,NaN,NaN
10.0,-140.0,0.0,NaN,NaN,NaN
20.0,-140.0,0.0,NaN,NaN,NaN
30.0,-140.0,0.0,NaN,NaN,NaN
40.0,-140.0,0.0,NaN,NaN,NaN
50.0,-140.0,0.0,NaN,NaN,NaN
60.0,-140.0,0.0,NaN,NaN,NaN
70.0,-140.0,0.0,NaN,NaN,NaN
80.0,-140.0,0.0,NaN,NaN,NaN
90.0,-140.0,0.0,NaN,NaN,NaN
100.0,-140.0,0.0,NaN,NaN,NaN
110.0,-140.0,0.0,NaN,NaN,NaN
120.0,-140.0,0.0,NaN,NaN,NaN
130.0,-140.0,0.0,NaN,NaN,NaN
140.0,-140.0,0.0,NaN,NaN,NaN
150.0,-140.0,0.0,NaN,NaN,NaN
160.0,-140.0,0.0,NaN,NaN,NaN
170.0,-140.0,0.0,NaN,NaN,NaN
180.0,-140.0,0.0,NaN,NaN,NaN
190.0,-140.0,0.0,NaN,NaN,NaN
200.0,-140.0,0.0,NaN,NaN,NaN
-200.0,-130.0,0.0,NaN,NaN,NaN
-190.0,-130.0,0.0,NaN,NaN,NaN
-180.0,-130.0,0.0,NaN,NaN,NaN
-170.0,-130.0,0.0,NaN,NaN,NaN
-160.0,-130.0,0.0,NaN,NaN,NaN
-150.0,-130.0,0.0,NaN,NaN,NaN
-140.0,-130.0,0.0,NaN,NaN,NaN
-130.0,-130.0,0.0,NaN,NaN,NaN
-120.0,-130.0,0.0,NaN,NaN,NaN
-110.0,-130.0,0.0,NaN,NaN,NaN
-100.0,-130.0,0.0,NaN,NaN,NaN
-90.0,-130.0,0.0,NaN,NaN,NaN
-80.0,-130.0,0.0,NaN,NaN,NaN
-70.0,-130.0,0.0,NaN,NaN,NaN
-60.0,-130.0,0.0,NaN,NaN,NaN
-50.0,-130.0,0.0,NaN,NaN,NaN
-40.0,-130.0,0.0,NaN,NaN,NaN
-30.0,-130.0,0.0,NaN,NaN,NaN
-20.0,-130.0,0.0,NaN,NaN,NaN
-10.0,-130.0,0.0,NaN,NaN,NaN
0.0,-130.0,0.0,NaN,NaN,NaN
10.0,-130.0,0.0,NaN,NaN,NaN
20.0,-130.0,0.0,NaN,NaN,NaN
30.0,-130.0,0.0,NaN,NaN,NaN
40.0,-130.0,0.0,NaN,NaN,NaN
50.0,-130.0,0.0,NaN,NaN,NaN
60.0,-130.0,0.0,NaN,NaN,NaN
70.0,-130.0,0.0,NaN,NaN,NaN
80.0,-130.0,0.0,NaN,NaN,NaN
90.0,-130.0,0.0,NaN,NaN,NaN
100.0,-130.0,0.0,NaN,NaN,NaN
110.0,-130.0,0.0,NaN,NaN,NaN
120.0,-130.0,0.0,NaN,NaN,NaN
130.0,-130.0,0.0,NaN,NaN,NaN
140.0,-130.0,0.0,NaN,NaN,NaN
150.0,-130.0,0.0,NaN,NaN,NaN
160.0,-130.0,0.0,NaN,NaN,NaN
170.0,-130.0,0.0,NaN,NaN,NaN
180.0,-130.0,0.0,NaN,NaN,NaN
190.0,-130.0,0.0,NaN,NaN,NaN
200.0,-130.0,0.0,NaN,NaN,NaN
-200.0,-120.0,0.0,NaN,NaN,NaN
-190.0,-120.0,0.0,NaN,NaN,NaN
-180.0,-120.0,0.0,NaN,NaN,NaN
-170.0,-120.0,0.0,NaN,NaN,NaN
-160.0,-120.0,0.0,NaN,NaN,NaN
-150.0,-120.0,0.0,NaN,NaN,NaN
-140.0,-120.0,0.0,NaN,NaN,NaN
-130.0,-120.0,0.0,NaN,NaN,NaN
-120.0,-120.0,0.0,NaN,NaN,NaN
-110.0,-120.0,0.0,NaN,NaN,NaN
-100.0,-120.0,0.0,NaN,NaN,NaN
-90.0,-120.0,0.0,NaN,NaN,NaN
-80.0,-120.0,0.0,NaN,NaN,NaN
-70.0,-120.0,0.0,NaN,NaN,NaN
-60.0,-120.0,0.0,NaN,NaN,NaN
-50.0,-120.0,0.0,NaN,NaN,NaN
-40.0,-120.0,0.0,NaN,NaN,NaN
-30.0,-120.0,0.0,NaN,NaN,NaN
-20.0,-120.0,0.0,NaN,NaN,NaN
-10.0,-120.0,0.0,NaN,NaN,NaN
0.0,-120.0,0.0,NaN,NaN,NaN
10.0,-120.0,0.0,NaN,NaN,NaN
20.0,-120.0,0.0,NaN,NaN,NaN
30.0,-120.0,0.0,NaN,NaN,NaN
40.0,-120.0,0.0,NaN,NaN,NaN
50.0,-120.0,0.0,NaN,NaN,NaN
60.0,-120.0,0.0,NaN,NaN,NaN
70.0,-120.0,0.0,NaN,NaN,NaN
80.0,-120.0,0.0,NaN,NaN,NaN
90.0,-120.0,0.0,NaN,NaN,NaN
100.0,-120.0,0.0,NaN,NaN,NaN
110.0,-120.0,0.0,NaN,NaN,NaN
120.0,-120.0,0.0,NaN,NaN,NaN
130.0,-120.0,0.0,NaN,NaN,NaN
140.0,-120.0,0.0,NaN,NaN,NaN
150.0,-120.0,0.0,NaN,NaN,NaN
160.0,-120.0,0.0,NaN,NaN,NaN
170.0,-120.0,0.0,NaN,NaN,NaN
180.0,-120.0,0.0,NaN,NaN,NaN
190.0,-120.0,0.0,NaN,NaN,NaN
200.0,-120.0,0.0,NaN,NaN,NaN
-200.0,-110.0,0.0,NaN,NaN,NaN
-190.0,-110.0,0.0,NaN,NaN,NaN
-180.0,-110.0,0.0,NaN,NaN,NaN
-170.0,-110.0,0.0,NaN,NaN,NaN
-160.0,-110.0,0.0,NaN,NaN,NaN
-150.0,-110.0,0.0,NaN,NaN,NaN
-140.0,-110.0,0.0,NaN,NaN,NaN
-130.0,-110.0,0.0,NaN,NaN,NaN
-120.0,-110.0,0.0,NaN,NaN,NaN
-110.0,-110.0,0.0,NaN,NaN,NaN
-100.0,-110.0,0.0,NaN,NaN,NaN
-90.0,-110.0,0.0,NaN,NaN,NaN
-80.0,-110.0,0.0,NaN,NaN,NaN
-70.0,-110.0,0.0,NaN,NaN,NaN
-60.0,-110.0,0.0,NaN,NaN,NaN
-50.0,-110.0,0.0,NaN,NaN,NaN
-40.0,-110.0,0.0,NaN,NaN,NaN
-30.0,-110.0,0.0,NaN,NaN,NaN
-20.0,-110.0,0.0,NaN,NaN,NaN
-10.0,-110.0,0.0,NaN,NaN,NaN
0.0,-110.0,0.0,NaN,NaN,NaN
10.0,-110.0,0.0,NaN,NaN,NaN
20.0,-110.0,0.0,NaN,NaN,NaN
30.0,-110.0,0.0,NaN,NaN,NaN
40.0,-110.0,0.0,NaN,NaN,NaN
50.0,-110.0,0.0,NaN,NaN,NaN
60.0,-110.0,0.0,NaN,NaN,NaN
70.0,-110.0,0.0,NaN,NaN,NaN
80.0,-110.0,0.0,NaN,NaN,NaN
90.0,-110.0,0.0,NaN,NaN,NaN
100.0,-110.0,0.0,NaN,NaN,NaN
110.0,-110.0,0.0,NaN,NaN,NaN
120.0,-110.0,0.0,NaN,NaN,NaN
130.0,-110.0,0.0,NaN,NaN,NaN
140.0,-110.0,0.0,NaN,NaN,NaN
150.0,-110.0,0.0,NaN,NaN,NaN
160.0,-110.0,0.0,NaN,NaN,NaN
170.0,-110.0,0.0,NaN,NaN,NaN
180.0,-110.0,0.0,NaN,NaN,NaN
190.0,-110.0,0.0,NaN,NaN,NaN
200.0,-110.0,0.0,NaN,NaN,NaN
-200.0,-100.0,0.0,NaN,NaN,NaN
-190.0,-100.0,0.0,NaN,NaN,NaN
-180.0,-100.0,0.0,NaN,NaN,NaN
-170.0,-100.0,0.0,NaN,NaN,NaN
-160.0,-100.0,0.0,NaN,NaN,NaN
-150.0,-100.0,0.0,NaN,NaN,NaN
-140.0,-100.0,0.0,NaN,NaN,NaN
-130.0,-100.0,0.0,NaN,NaN,NaN
-120.0,-100.0,0.0,NaN,NaN,NaN
-110.0,-100.0,0.0,NaN,NaN,NaN
-100.0,-100.0,0.0,NaN,NaN,NaN
-90.0,-100.0,0.0,NaN,NaN,NaN
-80.0,-100.0,0.0,NaN,NaN,NaN
-70.0,-100.0,0.0,NaN,NaN,NaN
-60.0,-100.0,0.0,NaN,NaN,NaN
-50.0,-100.0,0.0,NaN,NaN,NaN
-40.0,-100.0,0.0,NaN,NaN,NaN
-30.0,-100.0,0.0,NaN,NaN,NaN
-20.0,-100.0,0.0,NaN,NaN,NaN
-10.0,-100.0,0.0,NaN,NaN,NaN
0.0,-100.0,0.0,NaN,NaN,NaN
10.0,-100.0,0.0,NaN,NaN,NaN
20.0,-100.0,0.0,NaN,NaN,NaN
30.0,-100.0,0.0,NaN,NaN,NaN
40.0,-100.0,0.0,NaN,NaN,NaN
50.0,-100.0,0.0,NaN,NaN,NaN
60.0,-100.0,0.0,NaN,NaN,NaN
70.0,-100.0,0.0,NaN,NaN,NaN
80.0,-100.0,0.0,NaN,NaN,NaN
90.0,-100.0,0.0,NaN,NaN,NaN
100.0,-100.0,0.0,NaN,NaN,NaN
110.0,-100.0,0.0,NaN,NaN,NaN
120.0,-100.0,0.0,NaN,NaN,NaN
130.0,-100.0,0.0,NaN,NaN,NaN
140.0,-100.0,0.0,NaN,NaN,NaN
150.0,-100.0,0.0,NaN,NaN,NaN
160.0,-100.0,0.0,NaN,NaN,NaN
170.0,-100.0,0.0,NaN,NaN,NaN
180.0,-100.0,0.0,NaN,NaN,NaN
190.0,-100.0,0.0,NaN,NaN,NaN
200.0,-100.0,0.0,NaN,NaN,NaN
-200.0,-90.0,0.0,NaN,NaN,NaN
-190.0,-90.0,0.0,NaN,NaN,NaN
-180.0,-90.0,0.0,NaN,NaN,NaN
-170.0,-90.0,0.0,NaN,NaN,NaN
-160.0,-90.0,0.0,NaN,NaN,NaN
-150.0,-90.0,0.0,NaN,NaN,NaN
-140.0,-90.0,0.0,NaN,NaN,NaN
-130.0,-90.0,0.0,NaN,NaN,NaN
-120.0,-90.0,0.0,NaN,NaN,NaN
-110.0,-90.0,0.0,NaN,NaN,NaN
-100.0,-90.0,0.0,NaN,NaN,NaN
-90.0,-90.0,0.0,NaN,NaN,NaN
-80.0,-90.0,0.0,NaN,NaN,NaN
-70.0,-90.0,0.0,NaN,NaN,NaN
-60.0,-90.0,0.0,NaN,NaN,NaN
-50.0,-90.0,0.0,NaN,NaN,NaN
-40.0,-90.0,0.0,NaN,NaN,NaN
-30.0,-90.0,0.0,NaN,NaN,NaN
-20.0,-90.0,0.0,NaN,NaN,NaN
-10.0,-90.0,0.0,NaN,NaN,NaN
0.0,-90.0,0.0,NaN,NaN,NaN
10.0,-90.0,0.0,NaN,NaN,NaN
20.0,-90.0,0.0,NaN,NaN,NaN
30.0,-90.0,0.0,NaN,NaN,NaN
40.0,-90.0,0.0,NaN,NaN,NaN
50.0,-90.0,0.0,NaN,NaN,NaN
60.0,-90.0,0.0,NaN,NaN,NaN
70.0,-90.0,0.0,NaN,NaN,NaN
80.0,-90.0,0.0,NaN,NaN,NaN
90.0,-90.0,0.0,NaN,NaN,NaN
100.0,-90.0,0.0,NaN,NaN,NaN
110.0,-90.0,0.0,NaN,NaN,NaN
120.0,-90.0,0.0,NaN,NaN,NaN
130.0,-90.0,0.0,NaN,NaN,NaN
140.0,-90.0,0.0,NaN,NaN,NaN
150.0,-90.0,0.0,NaN,NaN,NaN
160.0,-90.0,0.0,NaN,NaN,NaN
170.0,-90.0,0.0,NaN,NaN,NaN
180.0,-90.0,0.0,NaN,NaN,NaN
190.0,-90.0,0.0,NaN,NaN,NaN
200.0,-90.0,0.0,NaN,NaN,NaN
-200.0,-80.0,0.0,NaN,NaN,NaN
-190.0,-80.0,0.0,NaN,NaN,NaN
-180.0,-80.0,0.0,NaN,NaN,NaN
-170.0,-80.0,0.0,NaN,NaN,NaN
-160.0,-80.0,0.0,NaN,NaN,NaN
-150.0,-80.0,0.0,NaN,NaN,NaN
-140.0,-80.0,0.0,NaN,NaN,NaN
-130.0,-80.0,0.0,NaN,NaN,NaN
-120.0,-80.0,0.0,NaN,NaN,NaN
-110.0,-80.0,0.0,NaN,NaN,NaN
-100.0,-80.0,0.0,NaN,NaN,NaN
-90.0,-80.0,0.0,NaN,NaN,NaN
-80.0,-80.0,0.0,NaN,NaN,NaN
-70.0,-80.0,0.0,NaN,NaN,NaN
-60.0,-80.0,0.0,NaN,NaN,NaN
-50.0,-80.0,0.0,NaN,NaN,NaN
-40.0,-80.0,0.0,NaN,NaN,NaN
-30.0,-80.0,0.0,NaN,NaN,NaN
-20.0,-80.0,0.0,NaN,NaN,NaN
-10.0,-80.0,0.0,NaN,NaN,NaN
0.0,-80.0,0.0,NaN,NaN,NaN
10.0,-80.0,0.0,NaN,NaN,NaN
20.0,-80.0,0.0,NaN,NaN,NaN
30.0,-80.0,0.0,NaN,NaN,NaN
40.0,-80.0,0.0,NaN,NaN,NaN
50.0,-80.0,0.0,NaN,NaN,NaN
60.0,-80.0,0.0,NaN,NaN,NaN
70.0,-80.0,0.0,NaN,NaN,NaN
80.0,-80.0,0.0,NaN,NaN,NaN
90.0,-80.0,0.0,NaN,NaN,NaN
100.0,-80.0,0.0,NaN,NaN,NaN
110.0,-80.0,0.0,NaN,NaN,NaN
120.0,-80.0,0.0,NaN,NaN,NaN
130.0,-80.0,0.0,NaN,NaN,NaN
140.0,-80.0,0.0,NaN,NaN,NaN
150.0,-80.0,0.0,NaN,NaN,NaN
160.0,-80.0,0.0,NaN,NaN,NaN
170.0,-80.0,0.0,NaN,NaN,NaN
180.0,-80.0,0.0,NaN,NaN,NaN
190.0,-80.0,0.0,NaN,NaN,NaN
200.0,-80.0,0.0,NaN,NaN,NaN
-200.0,-70.0,0.0,NaN,NaN,NaN
-190.0,-70.0,0.0,NaN,NaN,NaN
-180.0,-70.0,0.0,NaN,NaN,NaN
-170.0,-70.0,0.0,NaN,NaN,NaN
-160.0,-70.0,0.0,NaN,NaN,NaN
-150.0,-70.0,0.0,NaN,NaN,NaN
-140.0,-70.0,0.0,NaN,NaN,NaN
-130.0,-70.0,0.0,NaN,NaN,NaN
-120.0,-70.0,0.0,NaN,NaN,NaN
-110.0,-70.0,0.0,NaN,NaN,NaN
-100.0,-70.0,0.0,NaN,NaN,NaN
-90.0,-70.0,0.0,NaN,NaN,NaN
-80.0,-70.0,0.0,NaN,NaN,NaN
